a'ishah	அ'யிஷா
kirana	கிரானா
kiranmala	கிரண்மலா
kiranmay	கிரண்மை
kirayedar	கிராயெதார்
kirby awards	கிர்பி அவார்ட்ஸ்
kiril	கிரில்
kirin brewery company	கிரின் ப்ரூவேரி கம்பெனி
kirit	கிரித்
kirkan	கிர்கான்
kirloskar	கிர்லோஸ்கர்
kirloskar bros	கிர்லோஸ்கர் ப்ரதர்ஸ்
kirloskar ferro	கிர்லோஸ்கர் ஃபெர்ரோ
kirsten	கேர்ஸ்டென்
kirti	கிர்த்தி
kis liye	கிஸ் லியே
kishore	கிஷோர்
kishori	கிஷோரி
kisi kiyaad	கிஸி கியாத்
kismat	கிஸ்மத்
kismat ka sitara	கிஸ்மத் கா சிதாரா
kismat wala	கிஸ்மத் வாலா
kismatwali	கிஸ்மத்வாலி
kissa kursi ka	கிஸ்ஸா குர்ஸி கா
kitna badal gaya insan	கித்னா பாதல் காயா இன்சான்
kitne paas kitne door	கித்னெ பாஸ் கித்னெ தூர்
kittson	கிட்ஸன்
kitty	கிட்டி
kitty dukakis	கிட்டி துகாகிஸ்
klang gates	க்லங் கேட்ஸ்
klarika	கிளாரிகா
klaus	கிளாஸ்
kluane	குளுவேன்
kmart holding	கேமார்ட் ஹோல்டிங்
knox	நாக்ஸ்
kobsa	கோப்ஸா
koc holding	கோக் ஹோல்டிங்
koch industries	கோச் இண்டஸ்டிரீஸ்
kochhad	கோச்சாத்
kodaganar reservoir	கோடகனர் ரிசர்வாயர்
kodgu	கோட்கு
kohima	கோஹிமா
kohli	கொஹ்லி
kohra	கொஹ்ரா
koi ghulam nahin	கொய் குலாம் நாஹின்
kokrajhar	கொக்ராஜ்ஹர்
kokri	கோக்ரி
kolhapur	கொல்ஹாபூர்
kolhatkar	கொல்ஹத்கர்
kolina	கோலினா
kolkata	கொல்கத்தா
kolthekar	கொல்தேகர்
komal	கோமல்
komala	கோமலா
komatsu	கோமட்சு
komodo sulawesi	கொமோடோ சுலாவேசி
konig albert	கோனிக் ஆல்பர்ட்
konkan	கொங்கன்
konkar	கொன்கர்
kooner	கூனெர்
kopargaonkar	கோபர்கோன்கர்
koparkar	கோபர்கர்
kopran	கோப்ரான்
koranne	கோரனே
koren	கோரென்
koro	கொரோ
koruna	கோருனா
koryak	கோர்யாக்
koshish	கோஷிஷ்
kosi	கோஸி
kota	கோட்டா
kothulkar	கோதுல்கர்
kotla	கோட்லா
kotnis	கோத்னிஸ்
kottayam	கோட்டயம்
kotwal	கோத்வால்
kouchibouguac	கோச்சிபவுகாக்
kowloon	கெளலூன்
koyna	கொய்னா
krashn	கிருஷான்
krashnapingaakshan	க்ராஷ்னாபிங்காக்ஷான்
kratz	கிராட்ஸ்
krebs biochem	க்ரெப்ஸ் பயோகெம்
krikor	க்ரிகோர்
kris srikkanth	கிரிஸ் ஸ்ரிகான்த்
krishna ji	கிருஷ்ண ஜி
krishna raja sagar dam	கிருஷ்ண ராஜா சாகர் டேம்
krishna sudaama	கிருஷ்ணா சுதாமா
krishnadeva	கிருஷ்னதேவா
krishnakali	கிருஷ்னாகாலி
krishnakumar	கிருஷ்னகுமார்
krishnamurthy	கிருஷ்ணமூர்த்தி
krishnaroop	கிருஷ்னரூப்
krishnavatar	கிருஷ்ணாவதார்
krodh	குரோத்
krodhi	குரோதி
krona	க்ரோணா
kronprinz wilhelm	கிரான்பிரின்ஸ் வில்ஹெம்
kruger	க்ரூகர்
krupka vinayekaar	கற்பக விநாயகர்
ksena	க்ஸீனா
kshanika	ஷானிகா
kshirsagar	ஷிர்சாகர்
kuber	குபர்
kuberasinh	குபராசின்ஹ்
kuchipudi	குச்சிப்புடி
kudrat	குத்ராத்
kudrat ka kanoon	குத்ராத் கா கானூன்
kufra	குஃப்ரா
kuhad	குஹாத்
kuhada	குஹாதா
kukkad	குக்காத்
kulachi hansraj model school	குலாசி ஹன்ஸ்ராஜ் மாடல் ஸ்கூல்
kulbhushan	குல்பூஷன்
kuldeep naiyar	குல்தீப் நையார்
kuldeepak	குல்தீப்
kulkarni	குல்கர்னி
kullu	குளு
kullursandai reservoir	குல்லுர்சந்தை ரிசர்வாயர்
kulvadhu	குல்வாது
kumar	குமார்
kumari	குமாரி
kummi	கும்மி
kumudini	குமுதினி
kunal	குனால்
kundanika	குன்டனிகா
kunjalata	குஞ்சலாதா
kunjar putree	குஞ்சர் புத்ரீ
kuntaa	குன்டா
kuntal	குன்டல்
kuntee	குன்ட்டி
kunti	குன்ட்டி
kunwara	கன்வாரா
kupwada	குப்வாதா
kurangi	குரங்கி
kurde	குர்தே
kure beach first baptist	குரே பீச் ஃபர்ஸ்ட் பேப்டிஸ்ட்
kurnul	குர்னூல்
kurt wilkinson	கர்ட் வில்கின்சன்
kushal	குஷால்
kustubh	குஸ்துப்
kusumaadhiraaj	குசுமாதிராஜ்
kusumavati	குசுமாவதி
kutharaiyar	குதரையார்
kutte ki kahani	குட்டெ கி கஹானி
kutumbale	குதும்பலே
kuvaleshay	குவாலேஷே
kuwait	குவைத்
kwacha	க்வாச்சா
kyla	கைலா
kyleigh	கைலைக்
kylia	கைலியா
kyna	கைனா
kyne	கைன்
kynthia	கின்த்யா
kynton	கின்டோன்
kyros	கைரோஸ்
kyushu	கியூஷு
kyushu electric power	க்யூஷூ எலக்டிரிக் பவர்
kyzyl-kum	கைஸில்-கும்
la gloire	லா கிலோய்ரெ
la porte	லா போர்டெ
la trobe university	லா ட்ரோப் யூனிவர்சிட்டி
laa	லா
laakshaa	லாக்ஷா
laalakamal	லாலகமல்
laalasaa	லாலஸா
laasya	லாஸ்யா
labeeb	லபீப்
laboni	லபோனி
labrador	லாப்ரடார்
laccadive	லக்கேடிவ்
lacey	லேசி
lachak	லாசக்
lack walesa	லாக் வலேசா
lacrosse	லாக்ரோஸ்
lacy	லசி
ladaaku	லாடாகு
ladies tailor	லேடீஸ் டெய்லர்
ladke baap se badh ke	லாட்கெ பாப் செ பாத் கெ
ladki	லாட்கி
ladki jawan ho gai	லாட்கி ஜாவான் ஹோ காய்
ladki sahyadri ki	லாட்கி சாஹ்யாத்ரி கி
ladkiyan	லட்கியான்
ladwa	லாத்வா
lagan	லகான்
lagrange	லாகிரான்ஜெ
lagunas de chacachua lagunas de montebello	லகுனாஸ் டீ சாச்சாசுவா லகுனாஸ் டீ மாண்டேபெல்லோ
laharen	லஹாரென்
laheri lala	லஹெரி லாலா
lahoo	லஹூ
lahu ke do rang	லாஹூ கே டோ ராங்
laila majnu	லைலா மஜ்னு
lainey	லைனே
laiq	லைக்
laiqah	லய்கா
laird	லயிர்ட்
laith	லைத்
lajawab	லாஜாவாப்
lajja	லஜ்ஜா
lajwanti	லஜ்வந்தி
lakde	லக்தே
lake district	லேக் டிஸ்ட்ரிக்ட்
lake mburo	லேக் மிபூரோ
lake nakuru	லேக் நகூரு
lake street church of evanston	லேக் ஸ்டிரீட் சர்ச் ஆப் இவன்ஸ்டன்
lakheshvar	லகேஷ்வர்
lakhimpur	லக்கிம்பூர்
lakkad	லக்கத்
lakkhewali	லாக்கெவாலி
laksha	லக்ஷா
lakshadweep	லக்‌ஷதீப்
lakshmi	லக்ஷ்மி
lakshmi machine	லக்‌ஷ்மி மெஷின்
lakshmibanta	லக்ஷ்மிபந்தா
lakshmidhar	லக்ஷ்மிதர்
lakshmipathy balaji	லக்ஷ்மிபதி பாலாஜி
lal bangla	லால் பாங்லா
lal batti	லால் பாட்டி
lal chitthi	லால் சிட்தி
lal dupatta	லால் துப்பட்டா
lal kothi	லால் கோதி
lal patthar	லால் பாத்தர்
lala	லாலா
lalaat	லலாத்
lalaine	லலயின்
lalaji	லாலாஜி
lalima	லலிமா
lalit	லலித்
lalita	லலிதா
lalitamohana	லலிதாமோகனா
lalithamana fernando	லலிதமானா ஃபெர்னாண்டோ
lalitmohan	லலித்மோகன்
lamar	லமர்
lamb	லாம்ப்
lamba	லம்பா
lambert	லாம்பெர்ட்
lambeth walk	லம்பெத் வாக்
lambodar	லம்போதர்
lamisah	லமிஸா
lamya	லம்யா
lanbodar	லன்போதர்
lancaster	லான்காஸ்டர்
lance klusener	லான்ஸ் க்ளூஸ்னர்
lancelot	லான்ஸ்லோத்
lander	லான்டெர்
landguard fort	லேண்ட்கார்ட் ஃப்போர்ட்
landis	லன்டிஸ்
langham place office tower	லன்கம் பிளேஸ் ஆஃபிஸ் டவர்
langley	லாங்லே
langstone redoubt	லாங்ஸ்டோன் ரீடவுட்
lanier	லானியர்
lankesh	லங்கேஷ்
lankeshvar	லங்கேஷ்வர்
lanthanum	லான்தானம்
lantin	லான்டின்
lapalikar	லபலிகர்
laparwah	லபாவாஹ்
lappeenranta	லாப்பீன்ரான்டா
laptev	லாப்டெவ்
laqeet	லகித்
laramie	லாராமி
larchmont avenue	லர்ச்மோண்ட் அவென்யு
larissa	லரிஸ்ஸா
larkins	லார்கின்ஸ்
larry	லாரி
larry gomes	லேரி கோம்ஸ்
larsen	லார்சன்
lataaparn	லதாபர்ன்
latham	லாதம்
lathrop	லத்ரோப்
latifah	லதிஃபா
latika	லதிகா
latur	லத்தூர்
laud	லவுட்
lauderdale	லாடெர்டேல்
laureate	லாரெட்
laurel	லாரல்
lauren	லாரன்
laurence olivier awards	லாரன்ஸ் ஆலிவர் அவார்ட்ஸ்
laurent	லாரன்ட்
laureus world sports awards	லாரஸ் வோர்ல்ட் ஸ்போர்ட்ஸ் அவார்ட்ஸ்
lauwershoek	லாவ்வெர்ஷூயிக்
lav kush	லாவ் குஷ்
lavanya	லாவன்யா
laverne	லவெர்ன்
lavina	லவினா
lawaate	லவாதே
lawanda	லவாண்டா
laxman sivaramakrishnan	லக்ஷ்மன் சிவராமாகிருஷ்ணன்
laxmi narayan	லக்ஷ்மி நாராயன்
laxminarayan	லக்‌ஷ்மிநாராயண்
layar	லாயர்
layyah	லய்யா
lazar	லாஸர்
lazzaro	லஸ்ஸரோ
leacock	லீகாக்
leader	லீடர்
leading	லீடிங்
leane	லியான்
leann	லீன்
leanne	லியன்
lear	லியர்
lebanon	லெபனான்
lecea	லெசியா
leda	லேடா
lee germon	லீ ஜெர்மன்
leeds	லீட்ஸ்
leeds bradford	லீட்ஸ் பிராட்போர்ட்
leelaa	லீலா
leelamayee	லீலாமயி
leelavati	லீலாவதி
leena	லீனா
lei yue mun fort	லீ யு மன் ஃப்போர்ட்
leiberty	லியபர்ட்டி
leighton	லேடன்
lel	லெல்
lele	லேலே
lempira	லெம்பிரா
lenawee	லினாவீ
lenci	லென்ஸி
lencois maranhenses	லென்காய்ஸ் மாரன்ஹென்சஸ்
leo tolstoy	லியோ டால்ஸ்டாய்
leon	லியான்
leona	லியோனா
leonard	லியோனார்ட்
leonard nimoy	லியோனார்ட் நிமோய்
leonardo	லியோனார்டோ
leonardo di caprio	லியோனார்டோ டி காப்ரியோ
leontyne	லியோன்டின்
leopold	லியோபோல்ட்
lepanto	லெபான்டோ
lerato	லெரடோ
lesley	லெஸ்லி
lethia	லெதியா
letitia	லெதிதியா
leuseur	லியூஸுர்
levana	லெவனா
levar burton	லேவர் பர்டன்
leverett	லெவெரெட்
lewis	லிவிஸ்
lewis farrakhan	லூயிஸ் ஃபாராகான்
lexi	லெக்ஸி
lexine	லெக்ஸின்
liam neeson	லியம் நீசன்
liberace	லிபரேஸ்
liberte	லிபெர்டெ
library of congress living legend	லைப்ரரி ஆஃப் காங்கிரஸ் லிவிங் லெஜண்ட்
libreville	லிப்ரேவில்லே
licia	லிசியா
lierre	லியெர்
liers	லையர்ஸ்
liezele	லையஸெலெ
light house	லைட் ஹவுஸ்
lighthouse	லைடவுஸ்
ligurian	லிகுரியன்
lihir gold, limited	லிஹிர் கோல்டு, லிமிடெட்
lilac	லிலக்
lilianna	லிலியன்னா
