AA GALE LAG JA	ஆ கலே லாக் ஜா
KANNAMANGAI	கண்ணமங்கை
KANNANUR	கன்னனூர்
KANOON AUR MUJRIM	கானூன் ஔர் முஜ்ரிம்
KANOON KI AWAAZ	கானூன் கி ஆவாஸ்
KANSAS	கன்ஸாஸ்
KANTELE	கன்டிலி
KANTIMOY	கான்டிமாய்
KANUN	கனூன்
KANWAL	கான்வல்
KANWARLAL	கன்வர்லால்
KANZ	கான்ஸ்
KAN_HAIYAALAAL	கன்ஹையாலால்
KAPANI	கபானி
KAPEE^DR	கபீத்ர்
KAPILA	கபில்லா
KAPINDRA	கபீன்தர்
KAPISH	கபிஷ்
KAPOOR	கபூர்
KAR BHALA	கர் பாலா
KARAH	காரா
KARAMBELKAR	கரம்பெல்கர்
KARAMGATI	கரம்கடி
KARAN	கரன்
KARATE	கராத்தே
KARDAWIYAH	கார்டவியா
KARGAM	கர்காம்
KARIBA DAM	கரிபா டேம்
KARIK	காரிக்
KARIS	காரீஸ்
KARISHMA KUDRAT KA	கரிஷ்மா குத்ரத் கா
KARLI	கார்லி
KARLSBORG FORTRESS	கார்ல்ஸ்போர்க் ஃப்போர்ட்ரெஸ்
KARM	கர்ம்
KARM VEER	கர்ம வீர்
KARN	கார்ன்
KARNAMA	கர்நமா
KARNATAKA	கர்நாடகா
KARNAWATI	கர்னாவதி
KARNIK	கார்னிக்
KAROO	காரூ
KAROREPATI	கரோர்பதி
KAROULI	கரவ்ளி
KARSAN GHAVRI	கர்ஸன் காவ்ரி
KARSEN	கார்ஸன்
KARTAR	கார்டர்
KARTAVYA	கர்தவ்யா
KARTIK	கார்டிக்
KARUNA	கருணா
KARUNAMAY	கருணாமாய்
KARUNAMAYI	கருணாமாயி
KARUNASHANKAR	கருணாஷங்கர்
KASAL	கசல்
KASAM DHANDE KI	கசம் தண்டே கி
KASHELIKAR	கஷெலிகர்
KASHIF RAZA	கஷீஃப் ராஸா
KASHISH	காசிஷ்
KASHMAKASH	கஷ்மகஷ்
KASHMIR POST	காஷ்மிர் போஸ்ட்
KASHMIRA	காஷ்மிரா
KASSIDY	காஸ்ஸிடி
KAT	கேட்
KATADARE	கததாரே
KATELIN	கேட்லின்
KATELYNN	கேட்லின்
KATHAK	கதக்
KATHAKALI	கதக்கலி
KATHARINE	கேத்தரீன்
KATHERINE	கேத்தரீன்
KATHIE	காத்தீ
KATHIRAH	கதிரா
KATHLEEN	கேத்லீன்
KATHMANDU	காத்மண்டு
KATHPUTLI	கத்புத்லி
KATIE	கேட்டி
KATIHAR	கடிஹார்
KATILON KA KATIL	கதிலோன் கா கதில்
KATNI	கட்னி
KATO	கேட்டோ
KATYAL	காட்யால்
KAUMUDHI	கவ்முதி
KAUN APANA KAUN PARAYA	கோன் அபானா கோன் பராயா
KAUN HAI WOH	கோன் ஹை வோ
KAUN SACCHA KAUN JHOOTHA	கோன் சாச்சா கோன் ஜூதா
KAUN? KAISEY?	கோன்? கெய்சே?
KAUSAR	கெளஸார்
KAUSHAL LOKUARACHCHI	கௌஷல் லொக்குவாராச்சி
KAUSHAMBI	கெளஷாம்பி
KAUSHIK	கெளஷிக்
KAUSTAV	கெளஸ்தவ்
KAUTILYA	கௌடில்யா
KAVERI	காவேரி
KAVIRAJ	கவிராஜ்
KAVISHWAR	கவிஷ்வார்
KAVITA	கவிதா
KAVTHEKAR	கவ்தேகர்
KAWABATA YASUNARI PRIZE	கவபாட்டா யாசுனாரி ப்ரைஸ்
KAWTHAR	கவ்தார்
KAYA PALAT	கயா பலட்
KAYDENCE	கேடென்ஸ்
KAYLEEN	கேய்லீன்
KAYO	கயோ
KAYSAH	கேஸா
KAZANTZAKIS MUSEUM	கஸான்ட்ஸாகிஸ் மியூஸியம்
KAZIRANGA	காஜிரங்கா
KDDI	கட்டி
KEDAR	கேதார்
KEEFE	கீஃப்
KEELY	கீலி
KEENA	கீணா
KEER	கீர்
KEERTHI RANASINGHE	கீர்த்தி ரனசிங்கே
KEF AL KAOUS	கெப் அல் காவோஸ்
KEIRA	கேய்ரா
KEITH	கேய்த்
KEITH ARTHURTON	கீத் ஆர்தர்டன்
KEITH DABENGWA	கீத் டபேங்க்வா
KEITHA	கேய்தா
KEKARE	கேகரே
KELKAR	கேல்கர்
KELTON	கெல்டன்
KELVIN	கெல்வின்
KELVINGROVE ART GALLERY AND MUSEUM	கெல்வின்குரூவ் ஆர்ட் கேலரி அண்ட் மியூஸியம்
KEMIJARVI	கெமிஜர்வி
KEN RUTHERFORD	கென் ருதர்ஃப்போர்ட்
KEN WADSWORTH	கென் வாட்ஸ்வர்த்
KENADIA	கெனாதியா
KENDRA	கென்ந்த்ரா
KENDURKAR	கெந்துர்கர்
KENNETH	கென்னத்
KENNETH STAR	கென்னத் ஸ்டார்
KENNICE	கென்னிஸ்
KENNY BENJAMIN	கென்னி பெஞ்சமின்
KENOSHA BIBLE	கெனோஷ பைபிள்
KENT	கென்ட்
KENTH	கென்த்
KENTUCKY	கென்டக்கி
KEOLADEO GHANA	கியோலாடியோ கானா
KEPHART UNITED METHODIST	கெபர்ட் யுனைட்டெட் மெதோடிஸ்ட்
KEPLER WESSELS	கெப்லர் வெசல்ஸ்
KEPULAUAN SERIBU	கெபுலாவன் செரிபு
KERA	கேரா
KERAL	கேரளா
KERINCI SEBLAT	கெரின்சி செப்லாத்
KERRY WALMSLEY	கெர்ரி வால்ம்ஸ்லே
KERSHAW	கெர்ஷா
KESAVA	கேசவ
KESHAVDAS	கேஷவ்தாஸ்
KESHIHAN	கேஷிஹான்
KESHIKA	கேஷிகா
KESHINI	கேஷினி
KESORAM	கேசோராம்
KESSEL	கெஸ்ஸெல்
KETAKI	கேடாகி
KETCHUM	கெட்சம்
KEVALKISHORE	கேவால்கிஷோர்
KEVALKUMAR	கேவால்குமார்
KEVIN ARNOTT	கெவின் ஆர்னாட்
KEVIN COSTNER	கெவின் காஸ்ட்னர்
KEVIN DUERS	கெவின் டுயர்ஸ்
KEVIN SPACEY	கெவின் ஸ்பேசி
KEVINA	கெவினா
KEY TOWER	கீ டவர்
KHADAKWASLA	கடக்வஸ்லா
KHADILKAR	கதில்கர்
KHAHIRA	காஹிரா
KHAKH	காக்
KHALAF	காலாஃப்
KHALDA	கால்டா
KHALDUN	கால்துன்
KHALED MAHMUD	காலெத் மாஹ்முத்
KHALEED	காலீத்
KHALIS	காலிஸ்
KHALLAD	காலாத்
KHAMOSH SIPAHI	காமோஷ் சிபாஹி
KHAMOSHI	காமோஷி
KHANDANI	காந்தானி
KHANDESH	கந்தேஷ்
KHANDUJA	கன்டுஜா
KHANNA	கண்ணா
KHANVILKAR	கன்வில்கர்
KHARA KHOTA	கர கோதா
KHARAD	காராத்
KHARGA	கார்கா
KHARTOUM	கர்தவும்
KHASGIWALE	காஸ்கிவாலே
KHATAVKAR	கதவ்கர்
KHATKADKALA	காட்காட்கலா
KHATOON	காதூன்
KHATTA MEETHA	கத்தா மீத்தா
KHATTKAR	காட்கர்
KHAUFNAK AANKHEN	கௌஃப்ன்க் ஆங்கேன்
KHAZANA	கஸானா
KHAZANCHI	கஸான்ச்சி
KHEL KHILADI KA	கேல் கிலாடி கா
KHEMPRAKASH	கெம்பிரகாஷ்
KHERA	கெரா
KHIDKI	கித்கி
KHIMSAR	கிம்சார்
KHIRASH	கிராஷ்
KHIRI	கிரி
KHOON AUR SAZAA	கூன் அவுர் சாஸா
KHOON KHARABA	கூன் கராபா
KHOON KI KEEMAT	கூன் கி கீமத்
KHOON KI PUKAR	கூன் கி புகார்
KHOON KI TAKKAR	கூன் கி டக்கர்
KHOONI KAUN	கூனி கவுன்
KHOSHA	கோஷா
KHOT	கோத்
KHOTE SIKKEY	கோட்டெ சிக்கே
KHOUMS	கௌம்ஸ்
KHUBGAONKAR	குப்கோன்கர்
KHUDA KASAM	குதா காஸம்
KHUDAI KHIDMATGAR	குதாய் கித்மாட்கர்
KHUDRAH	குத்ரா
KHUFIA MAHAL	குஃப்பியா மஹால்
KHULI KHIDKI	குலி கிட்கி
KHULUD	குலுத்
KHUNGRA	குங்ரா
KHURANA	குரானா
KHUSH NASEEB	குஷ் நஸீப்
KHUSH RAHO	குஷ் ராஹோ
KHUSHAL	குஷால்
KHUSHBOO	குஷ்பு
KHWAJA MIR DARD	க்வாஜா மிர் தார்த்
KHYATI	கியாத்தி
KIANA	கியானா
KIANDRA	கியாந்திரா
KIARA	கியாரா
KIEFER	கைஃபர்
KIEV	கியேவ்
KIFAYAT	கிஃபாயாத்
KIGALI	கிகலி
KILEY	கிலே
KIM HUGHES	கிம் ஹக்ஸ்
KIMAYA	கிமாயா
KIMBER	கிம்பர்
KINA	கினா
KINETIC	கைனடிக்
KING EDWARD VII	கிங் எட்வர்ட் VII
KING FAISAL FOUNDATION PRIZE	கிங் ஃபைசல் ஃபவுண்டேஷன் ப்ரைஸ்
KING HUSSEIN	கிங் ஹுசேன்
KING OF CARNIVAL	கிங் ஆஃப் கார்னிவல்
KINSHUK	கின்ஷுக்
KIRANMAY	கிரண்மை
KIRAYEDAR	கிராயெதார்
KIRBY AWARDS	கிர்பி அவார்ட்ஸ்
KIRIL	கிரில்
KIRIN BREWERY COMPANY	கிரின் ப்ரூவேரி கம்பெனி
KIRIT	கிரித்
KIRKAN	கிர்கான்
KIRLOSKAR	கிர்லோஸ்கர்
KIRLOSKAR BROS	கிர்லோஸ்கர் ப்ரதர்ஸ்
KIRLOSKAR FERRO	கிர்லோஸ்கர் ஃபெர்ரோ
KIRSTEN	கேர்ஸ்டென்
KIRTI	கிர்த்தி
KIS LIYE	கிஸ் லியே
KISAN AUR BHAGWAN	கிஸான் அவுர் பாக்வான்
KISHEN KANHAIYA	கிஷென் கன்ஹையா
KISHORE	கிஷோர்
KISHORI	கிஷோரி
KISI KIYAAD	கிஸி கியாத்
KISKI BIWI	கிஸ்கி பிவி
KISMAT	கிஸ்மத்
KISMAT KA SITARA	கிஸ்மத் கா சிதாரா
KISMAT WALA	கிஸ்மத் வாலா
KISMATWALI	கிஸ்மத்வாலி
KISSA KURSI KA	கிஸ்ஸா குர்ஸி கா
KITNA BADAL GAYA INSAN	கித்னா பாதல் காயா இன்சான்
KITNE PAAS KITNE DOOR	கித்னெ பாஸ் கித்னெ தூர்
KITTSON	கிட்ஸன்
KITTY	கிட்டி
KITTY DUKAKIS	கிட்டி துகாகிஸ்
KIYEDH	கியேத்
KLANG GATES	க்லங் கேட்ஸ்
KLARIKA	கிளாரிகா
KMART HOLDING	கேமார்ட் ஹோல்டிங்
KNOX	நாக்ஸ்
KOC HOLDING	கோக் ஹோல்டிங்
KOCH INDUSTRIES	கோச் இண்டஸ்டிரீஸ்
KOCHHAD	கோச்சாத்
KOCHHAR	கோச்சார்
KODAGANAR RESERVOIR	கோடகனர் ரிசர்வாயர்
KODGU	கோட்கு
KOHRA	கொஹ்ரா
KOI GHULAM NAHIN	கொய் குலாம் நாஹின்
KOKRAJHAR	கொக்ராஜ்ஹர்
KOKRI	கோக்ரி
KOLHAPUR	கொல்ஹாபூர்
KOLHATKAR	கொல்ஹத்கர்
KOLINA	கோலினா
KOLKATA	கொல்கத்தா
KOLTHEKAR	கொல்தேகர்
KOMALA	கோமலா
KOMATSU	கோமட்சு
KOMODO SULAWESI	கொமோடோ சுலாவேசி
KONIG ALBERT	கோனிக் ஆல்பர்ட்
KONKAR	கொன்கர்
KOONER	கூனெர்
KOPARGAONKAR	கோபர்கோன்கர்
KOPARKAR	கோபர்கர்
KOPRAN	கோப்ரான்
KORANNE	கோரனே
KORI	கோரி
KORO	கொரோ
KORUNA	கோருனா
KOSHISH	கோஷிஷ்
KOSI	கோஸி
KOSSUTH PRIZE	கொஸூத் ப்ரைஸ்
KOTA	கோட்டா
KOTHULKAR	கோதுல்கர்
KOTLA	கோட்லா
KOTNIS	கோத்னிஸ்
KOTTAYAM	கோட்டயம்
KOTWAL	கோத்வால்
KOUCHIBOUGUAC	கோச்சிபவுகாக்
KOYNA	கொய்னா
KRASHN	கிருஷான்
KRASHNAPINGAAKSHAN	க்ராஷ்னாபிங்காக்ஷான்
KRATZ	கிராட்ஸ்
KREBS BIOCHEM	க்ரெப்ஸ் பயோகெம்
KRIKOR	க்ரிகோர்
KRIS SRIKKANTH	கிரிஸ் ஸ்ரிகான்த்
KRISHNA JI	கிருஷ்ண ஜி
KRISHNA RAJA SAGAR DAM	கிருஷ்ண ராஜா சாகர் டேம்
KRISHNA SUDAAMA	கிருஷ்ணா சுதாமா
KRISHNADEVA	கிருஷ்னதேவா
KRISHNAKALI	கிருஷ்னாகாலி
KRISHNAKUMAR	கிருஷ்னகுமார்
KRISTINE	கிரிஸ்டி
KRODH	குரோத்
KRODHI	குரோதி
KRONA	க்ரோணா
KRONE	க்ரோன்
KRONPRINZ WILHELM	கிரான்பிரின்ஸ் வில்ஹெம்
KRUGER	க்ரூகர்
KRUPKA VINAYEKAAR	கற்பக விநாயகர்
KSHANIKA	ஷானிகா
KUBERASINH	குபராசின்ஹ்
KUCHIPUDI	குச்சிப்புடி
KUDRAT	குத்ராத்
KUDRAT KA KANOON	குத்ராத் கா கானூன்
KUDREMUKH	குட்ரிமுக்
KUFRA	குஃப்ரா
KUHAD	குஹாத்
KUHADA	குஹாதா
KUKKAD	குக்காத்
KULACHI HANSRAJ MODEL SCHOOL	குலாசி ஹன்ஸ்ராஜ் மாடல் ஸ்கூல்
KULBHUSHAN	குல்பூஷன்
KULDEEP NAIYAR	குல்தீப் நையார்
KULDEEPAK	குல்தீப்
KULKARNI	குல்கர்னி
KULLU	குளு
KULLURSANDAI RESERVOIR	குல்லுர்சந்தை ரிசர்வாயர்
KULVADHU	குல்வாது
KUMANO MARU	குமானோ மாரு
KUMAR	குமார்
KUMARI	குமாரி
KUMMI	கும்மி
KUMUDAM	குமுதம்
KUMUDINI	குமுதினி
KUNAL	குனால்
KUNDANIKA	குன்டனிகா
KUNJALATA	குஞ்சலாதா
KUNJAR PUTREE	குஞ்சர் புத்ரீ
KUNTAA	குன்டா
KUNTAL	குன்டல்
KUNTEE	குன்ட்டி
KUNTI	குன்ட்டி
KUPWADA	குப்வாதா
KURDE	குர்தே
KURE BEACH FIRST BAPTIST	குரே பீச் ஃபர்ஸ்ட் பேப்டிஸ்ட்
KURNUL	குர்னூல்
KURT WILKINSON	கர்ட் வில்கின்சன்
KUSHAL	குஷால்
KUSTUBH	குஸ்துப்
KUSUMAVATI	குசுமாவதி
KUTTE KI KAHANI	குட்டெ கி கஹானி
KUVALESHAY	குவாலேஷே
KWACHA	க்வாச்சா
KYLA	கைலா
KYLEIGH	கைலைக்
KYLIA	கைலியா
KYNA	கைனா
KYNE	கைன்
KYNTHIA	கின்த்யா
KYROS	கைரோஸ்
KYUSHU	கியூஷு
KYUSHU ELECTRIC POWER	க்யூஷூ எலக்டிரிக் பவர்
KYZYL-KUM	கைஸில்-கும்
LA GLOIRE	லா கிலோய்ரெ
LA MARTINIERE COLLEGE	லா மார்ட்டினியர் காலேஜ்
LA PORTE	லா போர்டெ
LA SALLE	லா சேல்
LA TROBE UNIVERSITY	லா ட்ரோப் யூனிவர்சிட்டி
LAA	லா
LAAKSHAA	லாக்ஷா
LAALAKAMAL	லாலகமல்
LAALASAA	லாலஸா
LAASYA	லாஸ்யா
LABANGALATA	லபன்கலாதா
LABONI	லபோனி
LABRADOR	லாப்ரடார்
LACHAK	லாசக்
LACK WALESA	லாக் வலேசா
LACROSSE	லாக்ரோஸ்
LACY	லசி
LADAAKU	லாடாகு
LADIES TAILOR	லேடீஸ் டெய்லர்
LADKE BAAP SE BADH KE	லாட்கெ பாப் செ பாத் கெ
LADKI	லாட்கி
LADKI JAWAN HO GAI	லாட்கி ஜாவான் ஹோ காய்
LADKI SAHYADRI KI	லாட்கி சாஹ்யாத்ரி கி
LADWA	லாத்வா
LAGAN	லகான்
LAGOA DO PEIXE	லகாவோ டோ பிக்ஸி
LAGRANGE	லாகிரான்ஜெ
LAGUNAS DE CHACACHUA LAGUNAS DE MONTEBELLO	லகுனாஸ் டீ சாச்சாசுவா லகுனாஸ் டீ மாண்டேபெல்லோ
LAHAK	லஹக்
LAHERI LALA	லஹெரி லாலா
LAHU KE DO RANG	லாஹூ கே டோ ராங்
LAILA MAJNU	லைலா மஜ்னு
LAINEY	லைனே
LAIQ	லைக்
LAIQAH	லய்கா
LAIRD	லயிர்ட்
LAITH	லைத்
LAJAWAB	லாஜாவாப்
LAJJA	லஜ்ஜா
LAJWANTI	லஜ்வந்தி
LAKDE	லக்தே
LAKE DISTRICT	லேக் டிஸ்ட்ரிக்ட்
LAKE MALAWI	லேக் மலாவி
LAKE MBURO	லேக் மிபூரோ
LAKE NAKURU	லேக் நகூரு
LAKE STREET CHURCH OF EVANSTON	லேக் ஸ்டிரீட் சர்ச் ஆப் இவன்ஸ்டன்
LAKHIMPUR	லக்கிம்பூர்
LAKKAD	லக்கத்
LAKKHEWALI	லாக்கெவாலி
LAKSHA	லக்ஷா
LAKSHADWEEP	லக்‌ஷதீப்
LAKSHMI	லக்ஷ்மி
LAKSHMI MACHINE	லக்‌ஷ்மி மெஷின்
LAKSHMIBANTA	லக்ஷ்மிபந்தா
LAKSHMIDHAR	லக்ஷ்மிதர்
LAKSHMIPATHY BALAJI	லக்ஷ்மிபதி பாலாஜி
LAL BANGLA	லால் பாங்லா
LAL BATTI	லால் பாட்டி
LAL CHITTHI	லால் சிட்தி
LAL DUPATTA	லால் துப்பட்டா
LAL KOTHI	லால் கோதி
LAL PATTHAR	லால் பாத்தர்
LALA	லாலா
LALAAT	லலாத்
LALAINE	லலயின்
LALIMA	லலிமா
LALIT	லலித்
LALITA	லலிதா
LALITHAMANA FERNANDO	லலிதமானா ஃபெர்னாண்டோ
LALITMOHAN	லலித்மோகன்
LAMAR	லமர்
LAMB	லாம்ப்
LAMBADA	லம்பாடா
LAMBETH WALK	லம்பெத் வாக்
LAMYA	லம்யா
LANCASTER	லான்காஸ்டர்
LANCE KLUSENER	லான்ஸ் க்ளூஸ்னர்
LANCERS	லான்செர்ஸ்
LANDER	லான்டெர்
LANDGUARD FORT	லேண்ட்கார்ட் ஃப்போர்ட்
