กงต์, โอกูสต์	comte, auguste
สแตรตเฟิร์ด	stratford
สแตรทดี้	strathdee
สแตรทมอร์	strathmore
สแตรทสปี้	strathspey
สแตรทโคน่า	strathcona
สแตรนด์	strand
สแตรฟเฟิร์ด	strafford
สแตรสเซอร์	strasser
สแตรเติ้น	straton
สแตรเนอแฮน	stranahan
สแตรเฮิน	strahan
สแตรโทพอส	stratopause
สแตร็งก์ส	stranks
สแตร็ดลิ่ง	stradling
สแตร็สเบอร์เกอร์	strassburger
สแตร์	stair
สแตร์บ้า	sterba
สแตร์ริต	starrett
สแตลเลิร์ด	stallard
สแตลโลนส์	stallones
สแตสต์นี่ย์	stastny
สแตสเซิ่น	stassen
สแตเงอร์	stanger
สแตเชิล	stachel
สแตเติ้น	staton
สแตเทิ่ม	statham
สแตเนิร์ด	stannard
สแตเรอบิ้น	starobin
สแต็ก	stagg
สแต็กส์	staggs
สแต็กเกิร์ส	staggers
สแต็กเนอร์	stagner
สแต็กเฮาส์	stackhouse
สแต็กโพล	stackpole
สแต็ทไคลด์	strathclyde
สแต็ป	stapp
สแต็มเพอร์	stamper
สแต้กฮอร์น	staghorn
สแนกบาร์	snack bar
สแนป	snap
สแนปบีน	snap bean
สแนปปี	snappy
สแน็ก	snack
สแน็ป	snapp
สแปง	spang
สแปงเกอเลอร์	spangler
สแปท	spath
สแปน	spann
สแปนเยอร์	spanier
สแปนเยิล	spaniol
สแปฟเฟิร์ด	spafford
สแปม	spam
สแปมคิลเลอร์	spam killer
สแปรก	sprag
สแปรดลีย์	spradley
สแปรต	sprat
สแปรตลี	spratly
สแปรเคอร์	sprecher
สแปร็ก	spragg
สแปร็ต	spratt
สแปร์	spare
สแปร์ริบ	spare rib
สแปร์รี่	sperry
สแปร์โรว์	sparrow
สแปเงินเบิร์ก	spangenberg
สแป็กเมิ่น	spackman
สแป๊กน่า	spagna
สแมลลีย์	smalley
สแลก	slag
สแลง	slang
สแลช	slash
สแลตเตอรี่	slattery
สแลปสติก	slapstick
สแลวิน	slavin
สแลเติน	slaton
สแล็ก	slack
สแล็กส์	slacks
สแล็ต	slat
สแล็บ	slab
สแวงก์	swank
สแวน	svahn
สแวริงเอิ้น	swearingen
สโกดา	skoda
สโกป	scope
สโกปิลอส	skopelos
สโกฟิลด์	schofield
สโกล	skole
สโกลนิก	skolnik
สโกวิล	scoville
สโกเชีย	scotia
สโกเปีย	skopje
สโกโร	skoro
สโคปส์	scopes
สโคว์ครอฟต์	scowcroft
สโตกลี่	stokely
สโตกส์	strokes
สโตน	stone
สโตน, ชารอน	stone, sharon
สโตนครอป	stonecrop
สโตนสตรีต	stonestreet
สโตนส์	stones
สโตนีย์	stoney
สโตนเมิน	stoneman
สโตนเอิม	stoneham
สโตนเฮฟเวิน	stonehaven
สโตนเฮาส์	stonehouse
สโตนแวร์	stoneware
สโตร	stroh
สโตรก	stroke
สโตรด	stroud
สโตรบ	strobe
สโตรฟี	strophe
สโตรม	strohm
สโตรมา	stroma
สโตรเบิล	strobel
สโตรไมเออร์	strohmeier
สโตล	stohl
สโตลต์	stolte
สโตลต์สเฟิส	stoltzfus
สโตลส์	stolz
สโตล์ก	stolk
สโตวัล	stovall
สโตว์	stow
สโตเคิล	stoeckel
สโตเติ้น	stoughton
สโตเนอร์	stoner
สโตเลอร์	stoller
สโตเวอร์	stover
สโตเอิร์ส	stowers
สโต๊ก	stoke
สโทแคสติก	stochastic
สโนว์	snow
สโนว์, ชาลส์ เพอร์ซี	snow, charles percy
สโนว์ดรอป	snowdrop
สโนว์บอล	snowball
สโนเดิ้น	snowden
สโปด	spode
สโปรต	sproat
สโปรล์ส	sproles
สโปรส	spross
สโปโรซัว	sporozoa
สโมก	smoak
สโมกเคอร์	smoker
สโมลค่า	smolka
สโมเลนสกี้	smolensky
สโลจิน	sloe gin
สโลต	sloat
สโลน	sloan
สโลน, จอห์น เฟรนซ์	sloan, john french
สโลป	slope
สโลวะเกีย	slovakia
สโลวีน	slovenes
สโลว์	slow
สโลว์เวอร์	slover
สโลว์โมชัน	slow motion
สโลเคิ่ม	slocum
สโลเปอร์	sloper
สโลเมิ่น	sloman
สโลเวเนีย	slovenia
สโลแกน	slogan
สโวป	swope
สไกเลอร์	schuyler
สไครน์	skrine
สไครบิง	scribing
สไคลส์	skiles
สไควร์	squire
สไควเริร์ส	squires
สไควเออร์	squier
สไตก์เมิ่น	steigman
สไตต์ส	stites
สไตนิก	steinig
สไตน์นั่ม	steinem
สไตน์นิ่งเออร์	steininger
สไตน์บัค	steinbach
สไตน์มั้น	steinman
สไตน์ฮอฟ	steinhoff
สไตน์ฮาดต์	steinhardt
สไตน์เบก	steinbeck
สไตน์เบก, จอห์น	steinbeck, john
สไตน์เบิร์ก	steinberg
สไตน์เฟลด์	steinfeld
สไตน์เมตส์	steinmetz
สไตน์เวย์	steinway
สไตน์เฮาส์	steinhaus
สไตน์ไมย์เออร์	steinmeyer
สไตป	stipe
สไตย์รอน	styron
สไตรค์	strike
สไตรต์	streit
สไตรส์	stires
สไตรเคอร์	stryker
สไตรเดนต์	strident
สไตรเดอร์	strider
สไตลส์	stiles
สไตลิสต์	stylist
สไตล์	style
สไตล์ส	styles
สไตเกอร์	steiger
สไตเคิ่น	steichen
สไตเนอร์	steiner
สไตเนิร์ต	steinert
สไตเฟลอร์	stifler
สไตเวิร์ส	stivers
สไนป์ส	snipes
สไนเดอร์	snider
สไนเดอร์เมิ่น	snyderman
สไปก์ส	spikes
สไปนัล	spinal
สไปนีล็อบสเตอร์	spiny lobster
สไปร	spry
สไปริลลัม	spirillum
สไปรูลินา	spirulina
สไปส์	spies
สไปเคอร์	speicher
สไปเซอร์	speiser
สไปเดอร์	spider
สไปเดิล	speidel
สไปเออร์	spier
สไปเอิท	spieth
สไปเอิร์ส	spiers
สไปโรมิเตอร์	spirometer
สไมท	smythe
สไมลี่ย์	smiley
สไมล์	smile
สไมล์ส	smiles
สไล	sligh
สไลซ์	slice
สไลด์	slide
สไลด์มัลติวิชัน	slide multivision
สไลด์มัลติวิชั่น	slide multi-vision
สไลด์รูล	slide rule
สไลต์	sleight
สไลย์	sly
สไลเดอร์	slider
สไวต์เซอร์	sweitzer
สไวปส์	swipes
สไวร์	swire
สไวเอิร์ส	swiers
ส่าหรี	sari
หยวน	yuan
หยางไฉ่	yang-ts'ai
หรีด	wreath
หลุยส์	louis
หลุย์ส, มอร์ริส	louis, morris
อกรีปป้า	agrippa
อควิลีน่า	aquilina
อคอสต้า	acosta
อคิน	akin
อคินส์	akins
อคิลลิส	achilles
อคูนา	acuna
อจี้	agy
อชันตา	ajanta
อดอล์ฟ	adolf
อทีน่า	athena
อนิโมนฟิช	anemone fish
อบรัมเมอวิตส์	abramowitz
อบรูสโซ	abruzzo
อบินดรอท	abendroth
อบิวส์	abuse
อพอลโล	apollo
อมาร่า	amara
อมาเลีย	amalia
อรีโก้	arrigo
อลอยส์	alois
อลิง	alling
อลีน	alene
อลีโว	olivo
อลูมินัม	aluminum
อวองการ์ด	avant-garde
ออกชัน	auction
ออกซฟอร์ด	oxford
ออกซฟอร์ดเชียร์	oxfordshire
ออกซิซอลส์	oxisols
ออกซิน	auxin
ออกซิเจน	oxygen
ออกซิเจน-บอมบ์	oxygen-bomb
ออกซิเดชัน	oxidation
ออกซิเดชัน-รีดักชัน	oxidation-reduction
ออกซิแดนต์	oxidant
ออกซิไดซิงเอเจนท์	oxidizing agent
ออกซิไดท์	oxidite
ออกซี	oxy
ออกซีทาแลน	oxytalan
ออกซีฮีโมโกลบิน	oxyhaemoglobin
ออกซีเมตาโซลีน	oxymetazoline
ออกซีเมทาโลน	oxymethalone
ออกซ์เทล	oxtail
ออกตะฮีไดรต์	octahedrite
ออกทานอล	octanol
ออกลีย์	ockley
ออกัสตัส	augustus
ออกัสตา	augusta
ออกัสติน	augustine
ออกีเออร์	augier
ออกเคชัน	occasion
ออกเดน	ogden
ออกเทน	octane
ออกเทฟ	octave
ออกโตรูน	octoroon
ออกโทปัส	octopus
ออกไซด์	oxide
ออคิ้น	allchin
ออคีฟ	okeeffe
อองตวน	antoine
อองรี, ทีเยรี	henry, thierry
อองเดร	andre
อองเดร, คาร์ล	andre, carl
อองแกน	oncken
อองแปร์, อองเดร-มารี	ampere, andre-marie
ออชินคลอส	auchincloss
ออชิลทรี	ochiltree
ออชเชีย	oshea
ออซ	oz
ออซซี	ozzie
ออดริสคอล	odriscoll
ออดรีย์	audrey
ออดรีแอน่า	adrianna
ออดอลเบิร์ต	adalbert
ออดังก์	adank
ออดิต	audit
ออดิโอซีดี	audio cd
ออดเจิร์ส	odgers
