aabhaa	आभा
mizoram	मिज़ोरम
moan	मोन
mobile	मोबाइल
modak	मोडक
model english school, dombivli	मॉडेल इंग्लिश स्कूल, डोम्बिवली‍
modern girl	मॉडर्न गर्ल
modern matriculation school, cholvaram nagar	मॉडर्न मैट्रिक्युलेशन स्कूल, चोल्वाराम नगर
modesta	मोडेस्टा
modesty	मोडेस्टी
mogadishu	मोगाडिशू
moghe	मोघे
mohabbat aur jung	मोहब्बत और जंग
mohabbat ke dushman	मोहब्बत के दुश्मन
mohabbat zindagi hai	मोहब्बत ज़िंदगी है
mohak	मोहक
mohal	मोहल
mohammad	मोहम्मद
mohammad abul kalam azad	मौलाना अब्दुल कलाम आज़ाद
mohammad ashraful	मोहम्मद अशराफल
mohammad hafeez	मोहम्मद हफीज़
mohammad khalil	मोहम्मद खलिल
mohammad nazir	मोहम्मद नाज़िर
mohammad rafique	मोहम्मद रफीक
mohammad salim	मोहम्मद सलीम
mohammad zahid	मोहम्मद ज़ाहिद
mohan rakesh	मोहन राकेश
mohin	मोहिन
mohinder amarnath	मोहिंदर अमरनाथ
mohiniatam	मोहिनीअट्टम
mohita	मोहिता
mohite	मोहिते
mohnish	मोहनीश
mohsin kamal	मोहसिन कमाल
mohsin khan	मोहसिन खान
moin khan	मोइन खान
moira	मोइरा
mokokchung	मोकोकचुंग
moles	मॉल्स
molucca	मोलुक्का
molybdenum	मॉलिब्डेनम
mome ki gudia	मोम की गुड़िया
mona	मोना
monarch	मॉनार्क
monashee	मॉनाशी
monde zondeki	मोंडे ज़ोंडेकी
mongo	मोंगो
mongolia	मंगोलिया
monica	मोनिका
monica lewinsky	मोनिका लुइंस्की
moniruzzaman	मोनीरुज़्ज़ामन
monish	मोनिश
monisha	मोनिषा
monnet ispat	मोनेट इस्पात
montagu	मॉन्टैगो
montague	मोंटागुए
monte	मोंटे
monte lynch	मोंटे लिंच
montgomery	मोंटगोमेरी
montshire museum of science	मॉन्टशायर म्युज़ियम ऑफ साइन्स
moonsilver	मूनसिल्वर
moorat	मूरत
moores	मूर्स
moors	मूर्स
morela	मोरेला
morepen laboratories	मोरपन लैबोरेट्रिज़
morgan stanley	मॉर्गन स्टेनली
morgana	मोर्गना
morinda	मोरिंडा
morkel	मॉर्कल
morna	मोर्ना
morne van wyk	मॉर्न वेन वीक
morocco	मोरक्को
moroni	मोरोनी
morpheus	मॉर्फिअस
morphy richards	मॉर्फ़ी रिचर्ड्स
morris	मॉरिस
morse	मोर्स
mort	मोर्ट
mortimer	मोर्टिमेर
morton	मोर्टन
mosaddek hossain	मोसाद्देक हुसैन
moschip semi	मॉस्चिप सेमी
moscow	मॉस्को
moser	मोज़ेर
moskva	मोस्क्वा
most valuable player award	मोस्ट वैल्युएबल प्लेयर अवार्ड
motee	मोती
moti	मोती
moti mahal	मोती महल
motilal	मोतीलाल
motocross	मोटोक्रॉस
motor cycle racing	मोटर सायकल रेसिंग
moude	मौडे
mount carmel school	माउंट कारमेल स्कूल
mount olympus	माउंट ओलिंपस
mount revelstoke	माउंट रिवेलस्टोक
mouth river	माउंट रिवर
moxenos	मॉक्सेनोस
mozambik	मोज़ाम्बिक
mradaa	मृदा
mradulataa	मृदुलता
mradutaa	मृदुता
mraganayanee	मृगनयनी
mranaalinee	मृणालिनी
mridula	मृदुला
mriganayani	मृगनयनी
mrigendra	मृगेंद्र
mrigesh	मृगेश
mrinal	मृणाल
mrinmayi	मृण्मयी
mrityunjai	मृत्युंजय
mu'alla	मुअल्ला
mu'allim	मुअल्लिम
mu'awiyah	मुआवियाह
mu'awwiz	मुआव्विज़
mu'azzam	मुअज़्ज़म
muammar	मुअम्मर
muazah	मुआज़ा
mubarak	मुबारक
mubashir	मुबाशिर
mubashirah	मुबाशिराह
mubassir	मुबस्सिर
mubin	मुबीन
muchchal	मुच्चल
mud mud ke na dekh	मुड़ मुड़ के न देख
mudassar nazar	मुदस्सर नाज़र
muddal	मुद्दल
mudra communications	मुद्रा कम्युनिकेशन्स
mudrika	मुद्रिका
mudrikaa	मुद्रिका
mufakkir	मुफ़क्किर
mufeed	मुफीद
muflih	मुफ़्लीह
muftee	मुफ्ती
mufti	मुफ़्ती
muhaayameen	मुहायमीन
muhaayee	मुहायी
muhaayi	मुहायी
muhafiz	मुहाफिज़
muhajir	मुहाजिर
muhammad	मुहम्मद
muhammad madani miya ashrafi al-jilani	मोहम्मद मदानी मियाँ अशरफी अल-जिलानी
muhammadee	मुहम्मदी
muhar	मुहार
muhaymin	मुहायमीन
muhib	मुहीब
muhtadi	मुहतादी
mujaffarnagar	मुज़फ़्फ़रनगर
mujaffarpur	मुज़फ़्फ़रपुर
mujahid jamshed	मुजाहिद जमशेद
mujhe kasam hai	मुझे कसम है
mujhe seene se laga lo	मुझे सीने से लगा लो
mujhe shakti do	मुझे शक्ति दो
mujhe vachan do	मुझे वचन दो
mujrim	मुजरिम
mujrim kaun khooni kaun	मुजरिम कौन खूनी कौन
mukaam	मुकाम
mukand	मुकुंद
mukeria	मुकेरिया
mukhadaa	मुखड़ा
mukhtaar	मुख्तार
mukilteo presbyterian	मुकिल्टीओ प्रेस्बिटेरिअन
muktaa	मुक्ता
muktaaprasu	मुक्ताप्रसु
mukti	मुक्ति
mukur	मुकुर
mukutadhaaree	मुकुटधारी
mukutadhar	मुकुटधर
mule	मुले
mulkraj anand	मुल्कराज आनंद
mullah shah badakhshi	मुल्ला शाह बदाख्शी
mulshi dam	मुल्शी डैम
multani	मुल्तानी
mumbai	मुंबई
mumin	मुमीन
mummy daddy	मम्मी डैडी
munaf patel	मुनाफ पटेल
mundia	मूंदिया
muneeb	मुनीब
muneer	मुनीर
muneesh	मुनीश
muni	मुनि
munich	म्यूनिच
munich re group	मुनिच री ग्रुप
municipal gallery of corfu	म्युन‍िस‍िपल गैलरी ऑफ कोरफू
municipal gallery of piraeus	म्युन‍िस‍िपल गैलरी ऑफ पायरस
munimji	मुनीमजी
muniya	मुनिया
munjal showa	मुंजल शोवा
munna	मुन्ना
muntasir	मुंतसिर
muqabala	मुकाबला
muqaddar ka badshah	मुकद्दर का बादशाह
muqaddar ka faisla	मुकद्दर का फैसला
muqaddas	मुक़द्‍दस
muraaree	मुरारी
murabbi	मुरब्बी
muradabad	मुरादाबाद
muralee	मुरली
murali	मुरली
murali kartik	मुराली कार्तिक
muralidhar	मुरलीधर
murarilal	मुरारीलाल
murde ki jaan khatre main	मुर्दे की जान खतरे में
murdoch university	मर्डोक यूनिवर्सिटी
muriel	म्युरिएल
muritz	मूर्टिज़
murlin munro	मर्लिन मुनरो
murray goodwin	मुर्रे गुडविन
murray parker	मुर्रे पार्कर
murray-darling	मुर्रे डार्लिंग
mursal	मुरसल
murshid	मुर्शीद
murshida	मुर्शिदा
murshidabad	मुर्शिदाबाद
murtaad	मुर्ताद
murugan	मुरूगन
musa	मूसा
musafir	मुसाफिर
musashi	मुसासी
museum and study centre of the greek theatre	म्युज़ियम एण्ड स्टडी सेंटर ऑफ द ग्रीक थ‍िएटर
museum of african art	म्युज़ियम ऑफ अफ्रीकन आर्ट
