a	এ
lack	ল্যাক
laconia	লাকোনিয়া
lacrosse	লাক্রোস
ladakh	লাদাখ
ladhai	লধাই
ladhu	লধু
ladoga	লাডোগা
lady	লেডি
laeeq	লায়েক
lafayette	লাফায়েট্টা
lagardère	লাগার্ড্রে
lagendra	লগেন্দ্র
lagoa	লাগোয়া
lagos	লাগোস
lagrange	লাগ্রাঞ্জে
lagu	লাগু
lahana	লহনা
lahore	লাহোর
lakde	লাকড়ে
lake	লেক
lakes	লেকস
lakhanpal	লাখানপাল
lakhimpur	লাখিমপুর
lakhind	লখীন্দ
lakhindar	লখিন্দর
lakhiram	লখিরাম
lakhishwar	লখিশ্বর
lakkad	লাক্কাদ
lakkhewali	লাক্ষেওয়ালি
lakkhuwal	লাক্ষুওয়াল
lakshijan	লক্ষীজান
lakshman	লক্ষ্মণ
lakshmibai	লক্ষ্মীবাঈ
lakshmibegam	লক্ষীবেগম
lakshmichand	লক্ষীচাঁদ
lakshmidebi	লক্ষ্মীদেবী
lakshmikanta	লক্ষীকান্ত
lakshmipada	লক্ষ্মীপদ
lakshmipathy	লক্ষ্মীপথে
lakshmiram	লক্ষীরাম
lakshmirani	লক্ষীরাণী
lala	লালা
laladu	লালাদু
lalai	লালাই
lalan	লাল্লন
lalanprasad	লালনপ্রসাদ
lalbabu	লালবাবু
lalbanu	লালবানু
lalbibi	লালবিবি
lalbihari	লালবিহারী
lalchand	লালচাঁদ
lali	লালি
lalibala	লালীবালা
lalim	লালিম
lalit	ললিত
lalita	ললিতা
lalitabala	ললিতাবালা
lalitadevi	ললিতাদেবী
lalith	ললিথ
lalithamana	ললিথামানা
lalitmohan	ললিতমোহন
lalitpur	ললিতপুর
lalji	লালজি
lallu	লাল্লু
lalmahmmad	লালমহাম্মদ
lalman	লালমন
lalmani	লালমণি
lalmohan	লালমোহন
lalmoni	লালমনি
lalmonidevi	লালমনিদেবী
lalo	লালো
lalsahab	লালসাহেব
lalti	লালতী
laltu	লালটু
laltusi	লালটুসি
lalu	লালু
lalun	লালুন
lama	লামা
lamar	লামার
lamb	ল্যাম্ব
lamba	লাম্ব
lambada	লাম্বাদ
lambda	লাম্বদা
lambert	লাম্বার্ট
lambodar	লম্বোদর
lambu	লম্বু
lameck	লমেক
lampert	ল্যাম্পের্ট
lamps	ল্যাম্পস
lanau	লেনাউ
lancaster	ল্যানকাস্টার
lance	লেন্স
lancers	ক্যানসার্স
landguard	ল্যান্ডগার্ড
landler	ল্যান্ডলার
landmark	ল্যান্ডমার্ক
landmolen	ল্যান্ডমোলেন
landon	লন্ডন
lanen	লানেন
langer	লাঙ্গার
langham	ল্যাংহ্যাম
langstone	ল্যাংস্টোন
lanka	লঙ্কা
lanoptics	ল্যানঅপটিক্স
lanthanum	ল্যানথানাম
lantin	ল্যান্টিন
lao	লাও
lapalikar	লাপালিকার
lappeenranta	ল্যাপেনর্যানটা
laptev	ল্যাপটেভ
lara	লারা
laramie	লারামি
larkin	লার্কিন
larnaca	লারনাক
larry	লারি
larsen	লার্সেন
las	লস
lasith	লসিথ
lata	লতা
latabala	লতাবালা
latarani	লতারাণী
latibuddin	লতিবুদ্দিন
latif	লতিফ
latifa	লতিফা
latifuddin	লতিফুদ্দিন
latika	লতিকা
latikabala	লতিকাবালা
latikarani	লতিকারানী
latiphbibi	লতিফবিবি
latorre	লাটোরে
latur	লাটুর
lau	লাউ
lauderdale	লাউডারডেল
laughlin	লাভলিন
laura	লাউরা
laureate	লাউরেয়েট
laurence	লাউরেন্স
laurens	লরেন্স
lauria	লাউরিয়া
laurie	লুরি
lauwershoek	লৌয়ারশোক
lavaca	লাভাকা
laval	লাভাল
lavender	ল্যাভেন্ডার
lavli	লাভলি
law	ল
lawaate	লাওয়াতে
lawate	লওতে
lawrence	লাওয়ারেন্স
lawrencium	লরেনসিয়াম
lawrie	ল্যরি
lawry	লোওরি
lawson	লোশন
laxman	লক্ষন
laxmibala	লক্ষ্মীবালা
laxmikanta	লক্ষিকান্ত
laxminarayan	লক্ষ্মীনারায়ণ
laxmirani	লক্ষ্মীরাণী
layar	লায়র
leacock	লেয়াকুক
lead	লেড
leading	লিডিং
league	লেগু
lear	লিয়ার
leary	লিয়েরি
lebali	লেবআলি
lebanon	লেবানন
lee	লী
leeds	লির্ডস
leedstown	লিডসটাউন
lees	লিস
legal	লিগাল
legend	লিগেন্ড
legion	লিজিয়ান
lehmann	লেহম্যান
lehrer	লেহরার
lei	লেই
leisure	লেইসিওর
lel	লে
lele	লেলে
lempira	লেম্পিরা
len	লেন
lena	লেনা
lenawee	লেনাওয়ে
lencois	লেনকয়েস
lenin	লেনিন
leno	লিনো
leo	লিও
leon	লিওন
leonard	লিওনার্দো
leone	লিওন
leopard	লেপার্ড
leopold	লেওপোল্ড
les	লেস
leslie	লেসলি
lester	লেস্টার
lesvos	লেসভোস
letterman	লেটারম্যান
letters	লেটারস
lettre	লেট্রে
leu	লিউ
leuseur	লিউসিওর
lev	লেভ
levasseur	লেভাসেউর
lever	লিভার
lewinsky	লিউয়িনস্কি
lexington	লেক্সিংটোন
liam	লিয়াম
liaqat	লিয়াকত
liberace	লিবারেস
liberte	লিবার্টি
liberty	লাইবেরি
libra	লব্রা
library	লাইবেরি
libreville	লিব্রেভিল
liebenberg	লিয়েনবার্গ
liechtenstein	লিচটেন্সটাইন
lierre	লিররে
liers	লিয়ার্স
liezele	লিজেলে
life	লাইফ
lifetime	লাইফটাইম
liggett	লিগেট
lighthouse	লাইটহাউস
ligonier	লিগোনিয়ার
likhansar	লিখানসর
lila	লীলা
lilabati	লীলাবতি
liladabi	লিলাদেবী
lilima	লিলিমা
lilla	লিলা
lille	লিলে
lima	লিমা
lina	লীনা
linate	লিনাতে
lincoln	লিঙ্কন
lindormen	লিন্ডোরমেন
lindu	লিন্ডু
lindy	লিন্ডি
linganamakki	লিঙ্গনমক্কি
lingaraja	লিঙ্গরাজ
lingeshwara	লিঙ্গেশ্বর
lion	লিয়ন
lions	লিওনস
lipa	লিপা
lipi	লিপি
lipika	লিপিকা
lipman	লিপমন
lipton	লিপটন
lisa	লিজা
lisad	লিসাদ
lisbon	লিসবন
liscard	লিসকার্ড
litan	লিটান
literary	লিটেরারি
literature	লিটেরাচার
lithium	লিথিয়াম
little	লিটিল
littlehampton	লিটিলহ্যাম্পটন
littorio	লিটোরিও
liverpool	লিভারপুল
livett	লিভেট
living	লিভিং
livingstone	লিভিংস্টোন
liwonde	লিওন্ডে
lloyd	লোড
loa	লোয়া
lobachevsky	লোবাচেভস্কাই
location	লোকেশান
lochan	লোচন
lock	লক
lockeridge	লকাররিজ
lockheed	লকহিড
loews	লোয়েস
logan	লোগান
logic	লোজিক
logie	লোগি
logitech	লগিটেক
loharganj	লোহারগঞ্জ
lohgad	লোহগাড
lohit	লোহিত
lohou	লোহোউ
lojki	লোজকি
lokesh	লোকেশ
loknath	লোকনাথ
lokre	লোকরে
loksatta	লোকসত্তা
lokuarachchi	লোকারাচ্চি
lola	লোলা
lole	লোলে
lombard	লোম্বার্ড
loncin	লনসন
london	লন্ডন
long	লঙ
loots	লুটস
lopa	লোপা
lopamudra	লোপামুদ্রা
lord	লর্ড
lore	লোরে
lorraine	লরেন
loréal	লোরিয়াল
los	লস
lotan	লোটন
lotanbala	লোটনবালা
lotni	লোটনী
loudon	লোউডোন
louhara	লোউহারা
louis	লুইস
louisiana	লুইসিনিয়া
loungani	লোউঙ্গানি
love	লাভ
loveridge	লাভরিজ
lovrijenac	লোভরিজেনেক
lower	লোওয়ার
lowes	লোয়েস
lowther	লোথার
loyad	লোয়াড
loydchiles	লয়েডচিলিস
loyola	লোয়েল
luaka	লুয়াকা
luanda	লুয়ান্দা
lubbock	লুবোক
lucas	লুকাস
lucian	লুসিয়ান
luciano	লুসিয়ানো
lucil	লুসিল
luckhurst	লাকহ্রুস্ট
lucknow	লক্ষ্ণৌ
ludhiana	লুধিয়ানা
ludhianwi	লুধিায়ানই
lufthansa	লুফথান্স
luitpold	লুইটপোল্ড
lukayan	লুকায়ন
lukhi	লুখি
lukhu	লুখু
lukoil	লুকোইল
luktuke	লুকটুকে
lumps	লাম্পস
lumshnong	লুমসহনং
lunglei	লুংলেই
lupin	লুপিন
lusaka	লুসাকা
luseno	লুসেনো
lusi	লুসি
lute	লুটে
lutfa	লুত্ফা
luther	লুথার
lutheran	লুথেরান
luton	লুটোন
luvvies	লুভিয়েস
luxembourg	লুক্সেমবার্গ
luxor	লাক্সর
luzerne	লুজার্নে
luzon	লুজোন
lycoming	লাইকোমিং
lynch	লিঞ্চ
lynn	লিন
lyon	ইয়ন
lysa	লায়সা
lytton	লিটন
ma	মা
maad	মা্দ
maakhalkar	মাখালকার
maal	মাল
maate	মাতে
mac	ম্যাক
macalpine	ম্যাকালপিন
macarthur	ম্যাকারথুর
macewen	ম্যাকেতেন
machhal	মাছাল
machines	মেশিন
mackay	ম্যাকে
mackinac	মাকিনাক
mackreth	ম্যাকক্রেথ
maclean	ম্যাকলেন
macleod	ম্যাকলিওড
macquarie	ম্যাকুইরি
macronix	মার্কোনিক্স
macumbo	মাকুবো
madai	মাদাই
madal	মাদল
madan	মদন
madanchandra	মদনচন্দ্র
madangopal	মদনগোপাল
madani	মাদানি
madankumar	মদনকুমার
madanlal	মদনলাল
madanprasad	মদনপ্রসাদ
madhabchandra	মাধবচন্দ্র
madhabi	মাধবী
madhabibala	মাধবীবালা
madhabilata	মাধবিলতা
madhabirani	মাধবীরাণী
madhabkumar	মাধবকুমার
madhai	মাধাই
madhepura	মাধেপুরা
madhopur	মাধোপুর
madhu	মধু
madhubala	মধুবালা
madhubi	মাধুবী
madhuchhanda	মধুছন্দা
madhudebi	মধুদেবী
madhudevi	মধুদেবী
madhulina	মধুলীনা
madhumala	মধুমালা
madhumangal	মধুমঙ্গল
madhumita	মধুমীতা
madhura	মাধুরা
madhurani	মধুরানী
madhuri	মাধুরী
madhuridevi	মাধুরীদেবী
madhurirani	মাধুরীরাণী
madhushri	মধুশ্রী
madhusree	মধুস্রী
madhusudan	মধুসুদন
madhusudhan	মধুসুধন
madhyamam	মধ্যামাম
madina	মদিনা
madison	মাডিসন
madmamani	পদ্মমনি
mado	মাদো
madondo	মাডোন্ডা
madonna	ম্যাডোনা
madpuri	মাদপুরি
madras	মাদ্রাজ
madrid	মাদ্রিদ
madriya	মাদরিয়া
madura	মাদুরা
madurai	মাদুরাই
madurasinghe	মদুরাসিংহ
maduri	মাদুরী
madusudan	মদুসূদন
mafizul	মফিজুল
mafizur	মাফিজুর
mafuja	মাফুজা
magellan	ম্যাগেলান
magenta	মগেন্তা
magic	ম্যাজিক
maglu	মগলু
magna	মগনা
magnesium	ম্যাগনেশিয়াম
magnificent	ম্যাগনিফিসিয়েন্ট
magoffin	ম্যাগোফিন
magru	মগরু
magsaysay	মাগসেসে
maguire	মাগুইর
mah	মাহ
maha	মাহা
mahabal	মহাবাল
mahabalipuram	মহাবলীপুরম
mahabatali	মহবতআলি
mahabharat	মহাভারত
mahabir	মহাবীর
mahabub	মহাবুব
mahabuba	মাহবুবা
mahabuda	মহবুদা
mahabul	মহাবুল
mahabulla	মহবুল্লা
