A BOMB	เอบอมบ์
MOLD	โมลด์
MOLDOVA	มอลโดวา
MOLE	โมล
MOLECULE	โมเลกุล
MOLENDA	โมเลนด้า
MOLEON	เมอลีเอิน
MOLER	โมเลอร์
MOLESWORTH	โมลสเวิร์ท
MOLEY	โมลีย์
MOLIN	โมลิน
MOLINA	โมลิน่า
MOLINE	โมลิน
MOLITOR	โมลิเตอร์
MOLL	มอลล์
MOLLENHAUER	มอลลินเฮาเออร์
MOLLER	มอลเลอร์
MOLLICA	มอลลิค่า
MOLLISOL	มอลลิซอล
MOLLISOLS	มอลลิซอลล์
MOLLISON	มอลลีสัน
MOLLOHAN	มอลเลอแฮน
MOLLOY	มัลลอย
MOLLWEIDE	มอลล์ไวด์
MOLLY	มอลลี
MOLNAR	โมลเนอร์
MOLOKAI	โมโลไค
MOLONEY	เมอโลนีย์
MOLSON	โมลสัน
MOLTEN	โมลเติ้น
MOLTER	โมล์เตอร์
MOLUCCA	โมลุกกะ
MOLYBDENITE	โมลิบดีไนต์
MOLYBDENUM	โมลิบดีนัม
MOMENT	โมเมนต์
MOMENTUM	โมเมนตัม
MOMMSEN, THEODOR	มอมม์เซิน, ทีโอดอร์
MOMSEN	มัมเซิ่น
MONA	โมน่า
MONACO	โมนาโก
MONAGHAN	เมอนาแฮน
MONAHAN	มอเนอแฮน
MONASH	มอแนช
MONAZITE	โมนาไซต์
MONCADA	โมนคาด้า
MONCKTON	มังก์เติ้น
MONCRIEFF	มันเคริฟ
MONCTON	มังค์เติ้น
MONCURE	โมนคูรี่
MOND	มอนด์
MONDALE	มันเดล
MONDELLO	มอนเดโล้
MONDOR	มอนเดอร์
MONDRAGON	โมนดรากอน
MONDRIAN, PIET	มอนดรีอัน, พีต
MONERA	โมนีรา
MONET, CLAUDE	โมเน, โกลด
MONEY	มันนี่
MONEYMAKER	มันนี่เมกเคอร์
MONGOLD	มอนโกลด์
MONGOLIA	มองโกเลีย
MONGOLOID	มองโกลอยด์
MONIC	โมนิก
MONICA	มอนิกา
MONIE	มอนี่
MONIER	โมนีเออร์
MONIN-OBUKHOV	โมนินโอบูคอฟ
MONITOR	มอนิเตอร์
MONIZ	มอนิส
MONJO	โมนโจ
MONK	มังค์
MONKS	มังกส์
MONMOUTH	มันมัท
MONMOUTHSHIRE	มอนมัทเชียร์
MONNA	มอนน่า
MONNET	มันนิต
MONO	โมโน
MONOAROMATIC	โมโนอะโรมาติก
MONOCLINIC	มอโนคลินิก
MONOLOGUE	โมโนล็อก
MONOPLOID	มอโนพลอยด์
MONOPOLY	โมโนโปลี
MONOR	มาเนอร์
MONORAIL	โมโนเรล
MONOSACCHARIDE	มอโนแซ็กคาไรด์
MONOSACCHAROSE	มอโนแซ็กคาโรส
MONOSODIUM GLUTAMATE	โมโนโซเดียมกลูทาเมต
MONOTROPIC	มอโนทรอปิก
MONOXIDE	มอนอกไซด์
MONRO	มอนโร
MONROE	มอนโร
MONROE, BILL	มอนโร, บิลล์
MONROE, JAMES	มอนโร, เจมส์
MONROE, MARILYN	มอนโร, มาริลีน
MONSEN	มันเซิ่น
MONSON	มอนสัน
MONSTER	มอนสเตอร์
MONTACUTE	โมนเทอคิวต์
MONTAGU	มอนทากู
MONTALBAN	มอนแทลเบิน
MONTANA	มอนตาญา
MONTANA, BOB	มอนทานา, บ็อบ
MONTANO	โมนตาโน่
MONTE CARLO	มอนติคาร์โล
MONTEAGLE	มันทีเกิล
MONTEFIORE	มอนเทอฟีออรี่
MONTEIRO	มอนเทโร้
MONTEITH	มอนติท
MONTERREY	มอนเทอร์เรย์
MONTESQUIEU	มันเทสควิว
MONTEUX	มันโต้
MONTEVIDEO	มอนเตวิเดโอ
MONTEZ	โมนเทส
MONTFORT	มันต์เฟิร์ต
MONTMORILLNITE	มอนต์มอริลโลไนต์
MONTOYA	มอนทอยา
MONTPELIER	มอนต์เปเลียร์
MONTRESOR	มันทรีเซอร์
MONTROSE	มอนโทรส
MONTY	มอนตี้
MONUMENT	มอนิวเมนต์
MONZONITE	มอนโซไนต์
MOOD	มูด
MOODIE	มูดี้
MOODY	มูดดี
MOOERS	มูเอิร์ส
MOOK	มุ๊ก
MOON	มูน
MOONSTONE	มูนสโตน
MOOR	มัวร์
MOORA	มุร่า
MOORCROFT	มูร์ครอฟต์
MOORE	มัวร์
MOORE, DEMI	มัวร์, เดมี
MOORE, DUDLEY	มัวร์, ดัดลีย์
MOORE, GEORGE EDWARD	มัวร์, จอร์จ เอดเวิร์ด
MOORE, HENRY	มัวร์, เฮนรี
MOOREHEAD	มัวร์เฮด
MOORFIELD	มุร์ฟิลด์
MOORMAN	มุร์เมิน
MOORS	มุร์ส
MOOSA	มูซ่า
MOOSBRUGGER	มูสเบรอเกอร์
MOOSE	มูส
MOOT	มูต
MOP	ม็อป
MOR	มอร์
MORA	มอร่า
MORAIS	เมอเรส์
MORAL	มอรัล
MORAN	เมอแรน
MORAND	มอเริ่นด์
MORANO	มอราโน่
MORAR	โมราร์
MORAVA	เมอราว่า
MORAVIA, ALBERTO	โมราเวีย, อัลแบร์โต
MORAY	เมอเรย์
MORCOS	มอร์โคส
MORDANT	มอร์เดินต์
MORDANTS	มอร์แดนต์
MORDAUNT	มอร์เดินต์
MORDE	มอร์ด
MORDECAI	มอร์ดิเคไอ
MORDEN	มอร์เดิ้น
MORE	มอร์
MORE, SIR THOMAS	มอร์, เซอร์ทอมัส
MOREAU, GUSTAVE	โมโร, กูสตาฟว์
MORECAMBE	มอร์แคมบ์
MOREEL	มอรีล
MOREHEAD	มอร์เฮด
MOREHOUSE	มอร์เฮาส์
MORELAND	มอร์เลิ่นด์
MORELL	มอเริล
MORELLI	มอเรลี่
MORENCY	มอรอนซี่
MORENO	มอร์ริโน่
MORESBY	มอริสบี้
MORETON	มอรีเติ้น
MORETTI	มอเร็ตตี้
MOREY	มอรี่
MORFA	มอร์ฟ่า
MORFORD	มอร์เฟิร์ด
MORGAN	มอร์แกน
MORGAN, JOHN PIERPONT	มอร์แกน, จอห์น เพียร์พอนต์
MORGANA	มอร์กานา
MORGANITE	มอร์แกไนต์
MORGEN	มอร์เกิ่น
MORGENSTERN	มอร์กินสเติร์น
MORGENTHAU	มอร์เกินเทา
MORIER	มอรีเออร์
MORIN	มอริน
MORINI	มอรีนี่
MORIS	มอริส
MORISON	มอร์รีสัน
MORISSETTE, ALANIS	มอริสเซตต์, อะลานิส
MORITZ	มอริตส์
MORIZE	เมอไรส์
MORK	มอร์ก
MORLAND	มอร์เลินด์
MORLEN	มอร์เลิ่น
MORLEY	มอร์ลีย์
MORMON	มอร์มอน
MORNING GLORY	มอร์นิ่งกลอรี
MORNINGTON	มอร์นิ่งเติ้น
MORO	มอโร
MORON	มอรอน
MORONEY	เมอโรนี่
MORONG	เมอรอง
MORONI	โมโรนี
MORONY	เมอเรอนี่
MOROTAI	มอโรไต
MORPETH	มอร์พิท
MORPHET	มอร์เฟิต
MORPHETT	มอร์ฟิต
MORPHIA	มอร์เฟีย
MORPHINE	มอร์ฟีน
MORPHY	มอร์ฟีย์
MORR	มอร์
MORRELL	มอร์เรล
MORREN	มอร์เริ่น
MORRER	มอร์เรอร์
MORRILL	มอร์ริล
MORRIS	มอร์ริส
MORRIS L. COGAN	มอร์ริส แอล. โคแกน
MORRIS, GEORGE L.K.	มอร์ริส, จอร์จ แอล. เค.
MORRIS, WILLIAM	มอร์ริส, วิลเลียม
MORRISETTE	มอร์รีเซ็ต
MORRISEY	มอร์รีซีย์
MORRISON, TONI	มอร์ริสัน, โทนี
MORRISON, VAN	มอร์ริสัน, แวน
MORRISSEY	มอร์ริสซี่ย์
MORRON	มอร์เริ่น
MORROW	มอร์โรว์
MORSAN	มอร์เซิ่น
MORSCH	มอร์ช
MORSE	มอร์ส
MORSON	มอร์สัน
MORSS	มอร์ส
MORT	มอร์ต
MORTADELLA	มอร์ทาเด็ลลา
MORTEN	มอร์เทิ่น
MORTIMER	มอร์ติเมอร์
MORTLOCK	มอร์ตล็อก
MORTON	มอร์เติ้น
MORVANT	มอร์เวิ่นต์
MORY	มอรี่
MOSAIC	โมเซอิก
MOSBACHER	มอสบักเคอร์
MOSCATO	โมสกาโต้
MOSCOSO	โมสโกโซ่
MOSCOW	มอสโก
MOSELER	โมเซอเลอร์
MOSELEY	โมสลีย์
MOSER	โมเซอร์
MOSES	โมเสส
MOSHER	โมเชอร์
MOSIER	โมเชอร์
MOSIMANN	โมซีเมิน
MOSKOWITZ	มอสโกวิตส์
MOSLER	มอสเลอร์
MOSLEY	โมสลีย์
MOSS	มอสส์
MOSS PHLOX	มอสฟล้อกซ์
MOSS PINK	มอสพิงก์
MOSSE	มอส
MOSSER	มอสเซอร์
MOSSLER	มอสเซอเลอร์
MOSSMAN	มอสเมิน
MOSSO	โมโซ
MOSSOP	โมเซิป
MOSTON	มอสเติ้น
MOSTOW	มอสเทา
MOSTRAS	มอสเตริส
MOSTYN	มอสติน
MOTE	โมต
MOTEL	โมเต็ล
MOTES	โมตส์
MOTHERWELL	มาเธอร์เวลล์
MOTHERWELL, ROBERT	มาเทอร์เวลล์, รอเบิร์ต
MOTIVATION	โมทิเวชัน
MOTLEY	ม็อตลี่
MOTOCROSS	โมโตครอส
MOTON	โมโทน
MOTOR	มอเตอร์
MOTORCYCLE	มอเตอร์ไซเคิล
MOTORWAY	มอเตอร์เวย์
MOTT	มอตต์
MOTTEN	ม็อตเติ้น
MOTTER	ม็อตเตอร์
MOTTIER	ม็อตตีเออร์
MOTTISTONE	มอตติสโทน
MOTTO	มอตโต
MOTTRAM	มอเทริม
MOTZ	ม็อตส์
MOUA	เมาอา
MOUAT	เมาเอิต
MOULD	โมลด์
MOULDER	โมลเดอร์
MOULE	มูล
MOULT	โมล์ต
MOULTON	โมลเติ้น
MOUNTAIN	เมาน์เทน
MOUNTBATTEN	เมาน์ตแบ็ตเทิ่น
MOUNTEVANS	เมาน์เทอเวิ่นส์
MOUNTFORD	มูนต์ฟอร์ด
MOUNTIN	เมาน์ติ้น
MOUNTJOY	เมานต์จอย
MOURNE	โมร์น
MOUSE	เมาส์
MOUSEY	เมาซี่
MOUSSA	เมาส์ซ่า
MOUSSE	มูส
MOUTH	เมาท์
MOUTH ORGAN	เม้าท์ออร์แกน
MOUTH-TO-MOUTH	เม้าท์ทูเม้าท์
MOUTHORGAN	เมาท์ออร์แกน
MOUZON	มูซอน
MOVEMENT	มูฟเมนต์
MOWAT	โมเอิต
MOWATT	โมเอิต
MOWER	โมเออร์
MOWERY	เมาเออรี่
MOWRY	มอว์รี่
MOXHAM	ม็อกเซิ่ม
MOXON	ม็อกเซิ่น
MOY	มอย
MOYER	มอยเออร์
MOYERS	มอยเอิร์ส
MOYLAN	มอยเลิ่น
MOYNAHAN	มอยเนอแฮน
MOYNE	มอยน์
MOYNIHAN	มอยนีแฮน
MOZAMBIQUE	โมซัมบิก
MOZART	โมซาร์ต
MOZART, WOLFGANG AMADEUS	โมซาร์ท, วอล์ฟกัง อามาเดอุส
MOZZARELLA	มอซซาเรลลา
MPN	เอ็มพีเอ็น
MRI	เอ็มอาร์ไอ
MROZ	มรอส
MRTA	เอ็มอาร์ทีเอ
MS	เอ็มเอส
MSI	เอ็มเอสไอ
MSL	เอ็มเอสแอล
MSV	เอ็มเอสวี
MSW	เอ็มเอสดับบลิว
MTB	เอ็มทีบี
MU	มิว
MUCHMORE	มัชมอร์
MUCT	เอ็มยูซีที
MUDA	มุดา
MUDGE	มัจ
MUDIE	มิวดี่
MUELLER	มิวเลอร์
MUENCH	มุนช์
MUFF	มัฟ
MUFFIN	มัฟฟิน
MUGGE	มัก
MUGGERIDGE	มักเกอริจ
MUHAMMAD	มุฮัมมัด
MUHLENBERG	มูเลินเบิร์ก
MUIR	มิวร์
MUIR, MALCOLM	มิวร์, แมลคอล์ม
MUIRHEAD	มิวร์เฮด
MUIS	มูอิส
MUKDEN	มุกเดน
MULATTO	มูลัตโต
MULBERRY	มัลเบร์รี
MULDER	มัลเดอร์
MULDOON	เมิลดูน
MULE	มุล
MULFORD	มัลเฟิร์ด
MULGA	มัลกา
MULHERN	มัลเฮิร์น
MULHOLLAND	มัลฮอลเลิน
MULIIN, WILLARD	มัลลิน, วิลลาร์ด
MULK	มัลก์
MULL	มัล
MULLALLY	มัลลาลี่
MULLAN	มัลเลิ่น
MULLANEY	มัลเลอนีย์
MULLEN	มัลเลิน
MULLENDORE	มูเลนดอร์
MULLER	มัลเลอร์
MULLEY	มัลลีย์
MULLIGAN	มัลลีเกิ่น
MULLIKEN	มัลลิเกน
MULLIN	มัลลิ่น
MULLINER	มัลลีเนอร์
MULLINGS	มัลลิ่งส์
MULLIS	มัลลิส
MULLITE	มุลไลต์
MULLOY	มัลลอย
MULRONEY	เมิลโรนี่
MULROY	มัลรอย
MULTHOID	มัลตอยด์
MULTI	มัลติ
MULTI MEDIA	มัลติมิเดีย
MULTI SYSTEM	มัลติซิสเทม
MULTIMEDIA	มัลติมิเดีย
MULTIMEDIA MESSAGE SERVICE	มัลติมีเดียเมสเสจเซอร์วิส
MULTIPROCESSOR	มัลติโพรเซสเซอร์
MULTIPROGRAMMING	มัลติโปรแกรมมิง
MULTON	มัลเติ้น
MULVANEY	มัลเวนีย์
MULVEY	เมิลเวอร์
MUMFORD	มัมเฟิร์ด
MUMFORD, LEWIS	มัมฟอร์ด, ลูอิส
MUMMA	มัมม่า
MUMMY	มัมมี่
MUMTAZ	มุมตาซ
MUN	มัน
MUNCH	มันช์
MUNCIE	มันซี่
MUNDAY	มันเดย์
MUNDELEIN	มันดีไลน์
MUNDELL	มันเดิล
MUNDEN	มันเดิ่น
MUNDT	มันต์
MUNDY	มันดี้
MUNFORD	มันเฟิร์ด
MUNGER	มังเงอร์
MUNGO	มังโก้
MUNI	มิวนี
MUNICH	มิวนิก
MUNIZ	มิวนิส
MUNK	มังก์
MUNN	มัน
MUNNS	มันส์
MUNOZ	มูโนส
MUNRO	เมินโร
MUNROE	มันโร
MUNSELL	มันเซิล
MUNSELL, ALBERT HENRY	มันเซลล์, อัลเบิร์ต เฮนรี
MUNSHOWER	มูนชาวเวอร์
MUNSON	มันสัน
MUNSTER	มันสเตอร์
MUNTER	มันเตอร์
MUNTZ	มันต์ส
MUON	มิวออน
MURAD	มิวแรด
MURAI	มิวเออไร
MURAKAMI	มุราคามี่
MURAT	มูรัต
MURCH	เมิร์ก
MURCHIE	เมอร์ชี่
MURCHISON	เมอร์ชีสัน
MURD	เมิร์ด
MURDOCH, IRIS	เมอร์ด็อก, ไอริส
MURDOCH, RUPERT	เมอร์ด็อก, รูเพิร์ท
MURDOCK	เมอร์ด็อก
MURFREE	เมอร์ฟรี
MURIAC, FRANCOIS	โมรียาก, ฟรองซัว
MURIEL	มิวเรียล
MURIS	มิวริส
MURKOWSKI	เมอร์เคาสกี้
MURPH	เมิร์ฟ
MURPHEY	เมอร์ฟี่
MURPHREE	เมอร์ฟรี่
MURPHY, EDDIE	เมอร์ฟี, เอดดี
MURRAH	มอร่า
MURRAM	เมอร์แรม
MURRAY	เมอร์เรย์
MURRAY, ANNE	เมอร์เรย์, แอนน์
MURRHA	เมอร์รา
MURRIN	มอร์ริน
MURROW	มอร์โรว์
MURRY	เมอร์รีย์
MURT	เมิร์ต
MURTHA	เมอร์เทอ
